,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5
sound,2.0680936994230335e-06,0.0001558142958093882,0.0006162185913910963,0.00045333239566101613,0.0012922050867241166
sounds,8.440951096054683e-05,9.456963307090713e-05,0.00026227660850535687,0.00016452171576594908,5.368589335295832e-05
source,2.098399527105347e-06,3.682090632021566e-05,0.0005733205102473717,0.00011724475552258928,7.97087866160451e-05
space,2.1060109738723124e-06,0.0010130867223396658,0.000396190228823215,1.7150154182854187e-06,0.000121633310019601
spare,2.05755460819843e-06,0.0010852955837553917,0.0005537791451350344,1.7259499539875052e-06,2.43002504012198e-06
spark,2.0482827344617755e-06,1.2714067956449275e-06,2.0617121100597037e-06,0.0019957868641679462,2.414726907028619e-06
special,0.00023380468530659587,0.00011651102325509511,0.00024031422912696026,0.0004120101655806521,0.0003867447697965682
specific,0.00013945391930596118,0.00010465577583050099,0.00017082709167533564,0.0004606057201246827,0.00010140688006424477
specifically,2.0848577778713968e-06,0.00010994815346503823,7.719316964365031e-05,0.00017666790657232107,0.0002262547909433043
specs,4.358374882596735e-05,4.369223211944414e-05,0.00019268761294210073,0.0002251624639309769,2.4313190722908652e-06
speed,0.001421530216124225,0.0001382275439586222,0.000329503625301582,0.0006713238884002258,2.4517583116881775e-06
speeds,5.279315693473302e-05,1.3329318086938284e-06,2.0751108683432528e-06,0.0007361313289533943,9.952233646220841e-05
spend,0.0006119321329126583,0.0004962659234046992,0.00011058885167471055,0.0005725704420923461,0.00016677661882923513
spending,0.00017520923904767454,7.082457361221153e-05,2.098527102339945e-06,0.00027134442773071063,6.388094709242629e-05
spent,0.000410973104365677,0.0002554089122069694,0.00024006145103006477,0.0002917047254914991,2.467013062557448e-06
sponge,0.0007290227550232799,1.26584680795192e-06,2.0333522014063416e-06,1.6937221208616438e-06,0.0012118165548618827
sport,1.5873687722013098e-05,0.00029598860180907475,2.1020491601853676e-06,0.00015500914708605021,6.017380337429398e-05
spot,0.0003673704203171466,0.0005915348488012488,0.00016696688844480517,9.723979018573677e-05,0.0010121775951872968
spots,0.0011069517136510778,1.2852909920870726e-06,2.041481014460013e-06,0.00017878674341493284,0.0017880739799648383
spray,0.007727924500135311,1.2696987597874378e-06,2.04296708794867e-06,1.7060179916384303e-06,0.0033157618970984432
sprayed,0.0007138687916725452,1.2840765418338637e-06,2.050601704218495e-06,1.7268584938378194e-06,0.0004264239472392159
sprayer,0.0006534146115240892,1.271181250695451e-06,2.047754112220452e-06,1.7122480856866692e-06,0.00038946193849502287
spraying,0.00038077572051268616,1.2695794471077686e-06,2.048009374097505e-06,1.7136462570295203e-06,0.0003854219651295088
sprays,0.0006665214712053585,1.2911650683394198e-06,2.050813952879225e-06,1.7040524622054127e-06,2.5064989034118736e-06
spread,0.00039600855284102084,0.0001327480318074453,2.0561583713730847e-06,1.7128769106860573e-06,0.0001779154981790793
spring,0.00014134254104912,0.0007968222894667925,0.00040573692361664515,0.0004678362680947445,0.0002118806723030907
springs,2.0464383326409195e-06,0.00043492195097236314,2.04370597648669e-06,3.8184304364773604e-05,2.413547621087916e-06
square,0.00010476743994456973,0.0003623756479028307,0.00011409173935414798,1.7004100616366162e-06,0.00016699354660703125
squeeze,8.021525187178949e-05,7.649652026048824e-05,2.0878170762723544e-06,0.0001804795171223633,0.0003892531540204315
stabilizer,2.053213351724454e-06,0.000449488536506662,2.065592401820314e-06,1.7752394288102269e-06,2.4034504049609276e-06
stable,2.0299144731309446e-05,0.0003089072049359022,2.064823800962572e-06,6.495971060182333e-05,2.4255784429511715e-06
stain,0.0001752377594649586,1.2649232798705474e-06,2.0330075083169428e-06,1.69126342958855e-06,0.0005664753750329308
stainless,2.074398825721116e-06,0.00032194599361458516,2.06611058300888e-06,1.7100880739171389e-06,0.0005082604520205196
stains,0.0001354888943265318,1.2664912776587357e-06,2.0332787370049436e-06,1.7054547173875485e-06,0.0014999989171076546
stand,0.00018942638822180827,0.0008282812218270685,0.00010392548223222655,0.00011495486639484775,0.00023331197042008038
standard,2.0786339802919218e-06,0.0011352000666280267,0.0010917379132810454,0.0008151166467853798,0.0006481820502766462
stands,2.073862690609052e-06,0.0012388092677348326,2.0433975105863533e-06,1.7124827184800872e-06,2.443059643129924e-06
star,0.00035527903087454745,0.00087543820520035,0.0006365182303556187,0.0006654106965294835,0.0006377058569788806
stars,0.0008479171720969028,0.0015758572582762833,0.0011387256777074697,0.0009234476684825388,0.0011761364181201266
start,0.0011529304010934826,0.00030434921289464276,0.0029088857631801627,0.0008364511292408806,0.00036804782765650587
started,0.0008602853237187409,0.0003282874171252873,0.0009531667724488426,0.0009914096197472164,0.0004281076256305333
starting,0.0002387863919813017,7.886865838536628e-05,0.0007633341351769577,0.0004741709106645456,0.00016658279032327278
starts,0.0001977552883365654,0.00012151653061693618,0.00041539653409255274,0.0004564271779061754,0.00010197274656003571
state,0.0001757906434776541,0.0002871386256787739,0.0005578368433576487,0.00012111559702599595,7.296199193827419e-05
stated,0.00024801869377265686,0.00035585534792379034,9.217076702122773e-05,0.00031476233134496026,0.00015658350948214312
states,0.0002085415295953103,0.00011719383419739478,0.00019085288973442834,0.00030608306731503654,7.232588365001412e-05
station,2.0982451678004314e-06,1.2796997404340888e-06,0.0006395601797815474,0.00026555621159125067,2.4706711974282153e-06
status,2.0453964577112473e-06,1.2659820907944962e-06,0.0006216718444697788,1.7035602403670425e-06,2.4017139725732504e-06
stay,0.0002173404516650672,0.0010943069777773985,0.00039995253789118116,0.00027758124858875255,0.0006977957220325924
stayed,0.0001205369651495931,0.0002238769783626923,6.898308728092282e-05,0.00010563684666600257,0.00017336743146758723
stays,0.0002456487934796227,0.00041359518731650546,0.00041676579358211087,2.182037514367802e-05,0.0005857129672151001
steel,2.0746593245850372e-06,0.0011151643966848717,2.063646384674911e-06,0.00012988012024294141,0.000594681160217174
steering,2.055070792183863e-06,1.303554798186269e-06,2.0744997314914597e-06,0.0009625347453477766,0.0007488292222212969
stem,2.047482009227416e-06,0.00073991457897212,2.213333111208402e-06,1.6995862967954925e-06,2.407745714316112e-06
step,0.0025280359961120167,0.0009296010253312251,2.06607692316977e-06,0.00017019369040144068,2.4416019467812216e-06
steps,0.0007197190536311736,0.00033409626443993575,5.273060903853085e-05,1.7404716716931994e-06,7.559773282394091e-05
stick,0.0007160575167797549,0.0007546878198685218,0.00016508269413971667,0.00036759654846529167,0.0007634859129198516
sticker,2.081943610538468e-06,0.0002965215054660413,8.79571398352674e-05,0.00010961615656583452,2.460331593519653e-06
sticking,0.0001451770566189285,0.00015328702147811532,2.056270617073822e-06,0.0001856421301890854,0.000243958985913901
sticks,8.702651235597461e-05,0.0001642647619502415,2.05880707317648e-06,1.7367744984257101e-06,0.0005401609753951589
sticky,2.1029681353411037e-06,1.3070858109073535e-06,2.045686123682643e-06,1.6983050752221899e-06,0.0014165502432213093
stiff,2.066638384582467e-06,1.2920561398480908e-06,2.069593245750554e-06,1.707808265043184e-06,0.0013446644212577236
stock,2.2591394141444147e-05,0.0022385028190401958,2.0706396525356213e-06,0.000987551059782186,2.4378929878836613e-06
stop,2.107245078392611e-06,0.0008937817003818145,0.0003574224979977407,0.0004492642178945799,0.0003223329071317373
stopped,0.0001408807933497712,0.00012440021880330955,0.000298215485582957,0.0002954132545074666,2.443301300216372e-06
stops,5.473630887005387e-06,0.00022039790917565417,0.00017595772489790483,5.175399374209196e-05,7.328411207386786e-05
storage,2.079276143630775e-06,0.0009465805226078619,0.001272041144748923,1.718613007794994e-06,0.00036513615554434055
store,0.0004604888737356044,0.0014210158760958888,0.0009499463087903578,0.001717693377726661,0.0010682441211254457
stored,4.231413323606507e-05,0.00012862437187656387,0.0005403954785021749,7.505942763671751e-05,0.0002686281913754325
stores,4.632020999049258e-05,0.00018520010906126713,0.00010763434327172143,0.0008102939280360547,0.0004992026669378357
straight,0.000281261109354226,0.0006157406008745828,0.000474339198952322,0.00018814738359544181,0.00012008450879641528
strap,2.053478056751512e-06,0.001504049974782512,2.0449614663045194e-06,1.7026656364685965e-06,2.406829373107808e-06
straps,2.045553572399314e-06,0.0009736526259513119,2.038852640884866e-06,1.6961320773064512e-06,2.4174303084996365e-06
streak,0.00021530862054208226,1.2640590178906085e-06,2.0337887676570552e-06,0.0006119960435708357,0.000552739776017038
streaking,0.00048132311448023933,1.264928104840382e-06,2.032226311283093e-06,0.0006871264883075603,2.5110594351030656e-06
streaks,0.0006436126657284304,1.2689480947216511e-06,2.032299635047377e-06,0.0010321299113063003,0.000725238821324071
strength,2.076625844241461e-06,0.00030195671163000154,2.080410787042504e-06,3.777008237073428e-05,0.00042311879749557776
strip,0.0001934436295862161,0.0003376971409215828,6.57860667258341e-05,5.208234568540785e-05,0.00010741042517432792
strips,7.814061144368978e-05,0.0003456988056602538,2.0844461380483852e-06,1.711306197408363e-06,2.425290233966121e-06
strong,2.49259785690676e-05,0.0015928784207413788,6.914714897196997e-05,0.0002922648742983035,0.0019405581901047442
stronger,2.0825239823747154e-06,0.00022879446848972988,2.0914633290256614e-06,8.457037880983285e-05,0.00019594283296380609
stuck,0.00017083712092424703,0.0007683634713991867,2.082462397003177e-06,0.00021116916998040384,0.00040046615003054727
stuff,0.006973039956210901,1.2947565780089285e-06,0.0003491989822986389,0.0018620985647530455,0.0041484900236357005
sturdy,2.059607036020901e-06,0.0021185208955912358,0.00015382835534912524,1.720695034331436e-06,0.0004427949802462
style,4.333130352487534e-05,0.000589392911437411,0.00024501791921966245,0.0008366293248924128,0.0001832520339351309
subaru,6.647647026600808e-05,0.0001916264669636726,2.0730800717840915e-06,0.0005776739104744543,6.689910751605987e-05
suction,2.0510117590559867e-06,1.2758477240182038e-06,0.0006418789385351303,1.7316236748262613e-06,2.466165278369137e-06
suds,0.001075619512343239,1.2632672371348124e-06,2.0324750930085014e-06,1.6916178572915974e-06,2.5031305293469454e-06
sufficient,8.077715594258944e-05,0.00013957964648659773,0.0002129222543514883,3.251835068589035e-05,2.6209157853583956e-05
suggest,0.00035038519454868244,0.000342205780317456,0.00013075527124515262,0.00022111875353812555,0.0003655546698006676
suggested,0.00011625660032824113,4.768709403029153e-05,8.779500982890097e-05,0.00026963372263571713,0.00016211783708963937
summer,0.00030025774538083606,1.3160729219174526e-06,0.0004922706864644437,0.0006883269148744059,0.0008091372096250848
sun,0.0011399531150323085,0.0008488997507331675,0.00041576439233680866,0.00023927401401019688,0.0004894161608598886
sunlight,0.00021934341717951293,3.665582792738843e-05,0.00039951285600224167,1.7597888796980924e-06,2.4887563609586633e-06
super,0.0008072627343271455,0.0009569805252033877,0.0002983980720105891,0.0005658528685786471,0.0008169077444799536
superior,0.0002451656752123197,4.346324819333991e-05,4.9546003591214304e-05,0.000475301198553329,0.0002278897692295747
supplied,0.0001685625057525869,0.00018492290192897737,0.0004537055787508198,1.995567134210193e-05,2.4530099765243793e-06
supply,9.459393129700412e-05,1.2824723743591483e-06,0.0009304599033684582,0.0001307503790358453,7.763934158603529e-05
support,2.051615425393722e-06,0.0006006931234229237,0.0005749809466317871,0.0004696990999794464,1.7733857547550986e-05
suppose,8.126824635809607e-05,0.00029000266626352464,0.00019426094082291187,0.000196044485428465,0.00022534103222126054
supposed,0.0002126867299895502,0.0006624938965552442,0.0003926465561870907,0.0004999858820612993,0.00042499191055857846
sure,0.0028884209680917618,0.003951817998990853,0.002750467607082889,0.0036333823132685544,0.0030674760265679214
surface,0.004405062557305784,0.0002834309054662103,2.0524029444084225e-06,7.547859993195328e-05,0.0029507179991684804
surfaces,0.0004962730101060865,1.2767120802190728e-06,2.0481336618284795e-06,1.7059057595834703e-06,0.002335579513417841
surprise,5.519250554851907e-05,9.560196817365997e-05,9.738104599420376e-05,0.0002083786631078548,0.00018236440087516403
surprised,0.00037254580279702087,0.00037257056919026314,0.00022019683600524626,0.00033779525545924225,0.000394453384570477
suspect,9.021038722649968e-05,0.0001738194016722382,8.631426140944131e-05,0.00015164982063044542,2.4710133765012224e-06
suv,0.00020587867268864298,0.00020618750964724767,0.00021267629197282216,0.00017155718867144267,0.0007068445628506531
swap,2.066602908278826e-06,0.0002084102003831351,3.5701629921018365e-05,0.00016964520628428664,2.4059999678308647e-06
swirl,0.0008302704787146153,1.264313198984776e-06,2.0324643282542914e-06,1.69056986496154e-06,2.431311121169658e-06
swirls,0.0010859033282527185,1.2635505803702995e-06,2.031880600245771e-06,1.6904051118148704e-06,2.4365554172199576e-06
switch,0.00013780970577922745,0.0007680335387897007,0.001955219330766526,0.00015384782136428226,2.5208530684642802e-06
switched,0.0001292535135168764,2.0674646270451626e-05,0.0001327608006067701,0.00027722624547754204,2.4889841953519513e-06
switches,2.0464537097429965e-06,0.00029317534546854473,0.00021297046491058352,1.6945094651093437e-06,2.4506192828133305e-06
synthetic,0.000620068014611296,1.2699919516567945e-06,2.0363500967222763e-06,0.0018568515774939956,2.481856156579437e-06
systems,2.0709855588934665e-06,1.297342963809759e-06,0.0005883103220661982,0.00018991323955017234,2.4344725369497074e-06
tab,2.0497104509608746e-06,0.00033297998213767437,2.061938625896855e-06,0.00013232519772957927,2.4273982503628194e-06
tabs,2.046961973936337e-06,0.0004179809072074874,2.0548714399937863e-06,1.699082650977594e-06,2.4097481809694756e-06
tail,0.00011922104576417029,0.00046555651419244107,2.0578641971380675e-06,1.7280228838465869e-06,2.441529343012908e-06
tailgate,2.0547344867929244e-06,1.3982891341253528e-06,2.0454480844177608e-06,1.7100211093276429e-06,0.0010927987060841793
taken,0.00028972251370114083,0.00014393160105650389,0.00016635107409018344,0.0001883285235664101,0.00020625829125265073
takes,0.001247418825117477,0.0007442857030868268,0.0007755428433732848,0.0007675397198336303,0.0011621002619291046
taking,0.0004219189918739156,0.0005580614032191256,0.00030943100782986424,0.00026746212214081975,0.0002786084149643443
tank,2.0593273113578113e-06,1.2772184282310811e-06,0.004843535840810274,0.0010612393747110877,2.446144915572857e-06
tanks,2.0486144211612237e-06,1.2802292986966073e-06,0.0012237154696881595,0.0002782585663996504,2.43641824083117e-06
tap,5.0234011804320305e-05,0.0002443623748618198,0.00019267752358297828,1.77846718596931e-06,2.518437283871848e-06
tape,2.1141366767767735e-06,0.0024637636549907273,2.058845194110471e-06,1.7058295943990112e-06,2.4428080091188365e-06
task,0.00015518602109948466,0.00014198300858330923,3.331610514661858e-05,0.00013670116115440357,0.00019033580003285182
tear,2.0747236343686734e-06,0.0001986757534857646,2.0602071704816582e-06,0.00013973088464245707,0.0003067604454146203
tech,0.0003270963287526076,1.2796149801922343e-06,0.00015553361507103107,0.00028132928553347385,2.442121043668776e-06
tell,0.0008817795478146251,0.000921834556784348,0.0009084049079171284,0.0018880654592562615,0.0004902990534629869
tells,2.116078880834808e-06,1.2847011457818141e-06,0.0003082956196100611,0.0002877879794902465,3.8142550366540877e-05
temp,1.6940376003761764e-05,0.00010066951650163216,0.00017807431363732107,0.0004112315699045022,2.4324627283772646e-06
temperature,0.00019671518091441285,0.00017086704099798298,0.0005227026980856679,0.000448182816751127,2.4726816429019666e-06
temperatures,2.1391241837146774e-06,1.2868946438322032e-06,0.00012992372592933742,0.0002859542777824988,0.00014329908476248904
tend,8.352488709138473e-05,0.00013719830897538775,0.00017190818262978897,0.00026248766553483373,0.000516789075836371
tender,2.0463332692954422e-06,1.2647933491966976e-06,0.004461585327022514,1.6913020244416353e-06,2.399033532706533e-06
term,0.00010566215092119125,0.00015538972484790213,0.00019100551125592733,0.0001590205975119584,0.00016103759540903314
terminal,2.046849355404891e-06,1.2772837921710787e-06,0.0009162536719358795,1.699731439785636e-06,2.399716341833069e-06
terminals,2.048085174045752e-06,1.2761364199515556e-06,0.00101783962747992,1.693949623445572e-06,2.4069731727846656e-06
terrible,7.256782502842684e-05,0.00017045687311760402,4.625130413007829e-05,6.858024827869053e-05,0.00021860826673298714
terry,0.00012459897922724968,1.2669108120438633e-06,2.031717704994784e-06,1.6907055990316353e-06,0.0006737744420292229
test,0.0005047371619239916,0.00030233660534163804,0.001918996894545007,0.0009387012102901093,0.0004525852248510368
tested,0.00012075471186228035,0.00017974415118203813,0.0011821654498210931,0.00020603642004178612,0.0003472130909100762
testing,4.2777509565634094e-05,1.3014529428475045e-06,0.0005796519174750625,0.000297545220206663,8.792880171874355e-05
thank,0.00012069366391315155,0.00022408926595438182,7.340952128337628e-05,0.000188248327815239,2.4315603916687746e-06
thanks,0.00021477382245383626,0.0005021160766807985,0.00016684809676129409,0.00045749874831666273,0.00011876087456740497
thats,0.0013903057707520836,0.0011912772725443423,0.0014500885931552697,0.001114198783925008,0.0011478163728268669
theres,0.00042962327027874303,0.0008139394115130702,0.0006185236058178699,0.0004103196386074187,0.00042710756690230925
theyll,2.3716537993040777e-05,0.00021692042059857455,5.538458219131498e-05,0.00011346309420270204,0.00010124539366642931
theyre,2.092135247534231e-06,0.0011795996532450459,2.0905098990127624e-06,0.0006925777757777792,0.0014240785897275932
thicker,7.749977148091437e-05,8.144163864111854e-05,7.329583560458757e-05,0.00020315423155231008,0.0006983593738154386
thing,0.0014882518601901846,0.0029941706781097146,0.0033231761430715027,0.001786653473138478,0.0028129959763908926
things,0.0006425405096481864,0.0017513049468825493,0.0011383769613779976,0.0010420688948524237,0.002162517845138564
think,0.0030953437060886792,0.002702471338945016,0.0016903422932613061,0.0018216052577114583,0.002760615831567696
thinking,0.00014179391053793414,0.0003434176079979168,0.0003790669620859189,0.0003430346983800383,0.00027368585721096125
thinner,2.086988135899849e-06,1.2940832169322122e-06,1.5527815041689805e-05,1.7544455153438663e-06,0.0006574823433098186
thoroughly,0.00020758000854772523,1.2751597760825642e-06,2.9315950551077726e-05,0.00011903418394910919,0.00034189144364882415
thought,0.0010324938160485833,0.001413375782279233,0.0006253829306146345,0.0008770079047831303,0.001172670676831319
thread,2.0710163069887066e-06,0.00041789923394004215,2.053042381782225e-06,1.7424976608742515e-06,2.4771590367282982e-06
threads,2.06084059716341e-06,0.0005728633240532793,2.0580153757654095e-06,0.00037443289857045514,0.00011457400214163568
throttle,2.052679977148893e-06,1.2985421882527384e-06,2.060033975740546e-06,0.0008050874651470111,4.928262397890756e-05
throw,0.00014922781988418424,0.0002918013252085356,0.0002570402962457734,0.00010274572813884542,0.0006919577279615275
tie,2.07924290299784e-06,0.0006244167210745951,2.0602818399374443e-06,1.7136586614629673e-06,2.9994756087523392e-05
ties,2.0480511507712455e-06,0.00041165357811423535,2.068052485255386e-06,1.6954701205684344e-06,2.4226818827761255e-06
tight,2.063881518554668e-06,0.0023147193231945226,2.0890645475714083e-06,0.00033120672445824243,0.0006570011191937299
tighten,2.050943177187869e-06,0.0006207539496285329,2.0710377462849606e-06,0.00018038559506050033,1.125632792099415e-05
tightly,2.05771627164215e-06,0.00025161803485849733,2.2758800404841254e-05,0.00011193923086293428,4.149732075710074e-05
till,9.482257473455583e-05,6.407972706355454e-05,0.00016891807628361308,0.00011708949144977424,0.00010898842088165865
time,0.008911654147143117,0.005233074798203019,0.0066270553431227435,0.0070098812158580805,0.004875359825507161
times,0.0015665468068037085,0.0010430995857323014,0.0020958017808895314,0.0011788820817290678,0.0016993113641593962
tint,2.0785519483112796e-06,0.0004116480489275327,2.03595412369375e-06,1.6938502321004616e-06,2.4375957575674616e-06
tiny,0.00021707246829722984,0.00027594514230412523,0.00011816292637141797,0.0001754369230466275,0.0007512232134158595
tip,5.6918741024560445e-05,0.0003739092285937603,0.0002571368466845217,0.00031786163711894924,0.0006386969061112264
tips,8.47944014198906e-05,4.018506134393505e-05,2.8364622682586172e-05,0.00015952714510815793,0.00036762759889076265
tire,0.001962855197075125,0.007573571413875741,2.1763556144927984e-06,1.7024817874525355e-06,2.4381257876788267e-06
tired,0.00019215190475966709,0.00014741887772879602,0.00013666577885926434,9.636135032765575e-05,0.00019182600604079607
tires,0.0029810535012491203,0.00260939093251896,0.002883085741551572,1.7076725376240689e-06,2.4547222368232205e-06
today,0.0002760768666128424,0.0003712279236226098,0.00018367501754333753,0.0005550787141940733,0.00016105721608888988
told,0.0003372942055801889,5.138300695510882e-05,0.00021117948568979912,0.0006411810163766715,2.4774746950762688e-06
ton,4.171874010358876e-05,0.0005314040275428177,2.0667281561261716e-06,0.0001437010896023842,0.0003302347468975772
tongue,2.0463948224805884e-06,0.00046849500290825147,2.066311648726561e-06,1.6935968504045596e-06,2.406021820445981e-06
took,0.0018773461027125852,0.00221402312686771,0.0009606237489421567,0.001724708399215528,0.000300767345290399
tool,2.0805270422894454e-06,0.002620243649544251,0.0006704000687857128,0.004834634365134938,0.0010029155057497301
tools,2.082414633553296e-06,0.0008553069768325698,0.00027683695414008604,0.00079160860673785,0.0007479911754936831
torque,2.0485699708039536e-06,0.00017487141324782534,0.00023030282223777363,0.0014806814506197574,2.4116032343003422e-06
total,0.00022876734404625194,0.00040511617943546726,0.00029470415745525344,0.00017959058180363533,2.456358175747596e-06
totally,0.000369842706056264,0.00021939795450244957,0.0002088584405314119,0.000176404529724566,0.0001755716090693737
touch,0.0010563447950695563,0.00046843236512593455,0.00022578337314250335,0.00012004819113766952,0.001067646262036187
tough,2.0922421488744388e-06,0.00036017623468027497,9.504634418452312e-05,0.0001849438225911323,0.0007252735150871494
tow,2.0497511855489664e-06,0.0008273986070377781,0.00017637877652386556,1.7001921195901602e-06,2.4081266898840314e-06
towel,0.0008358010112573255,1.2692195858741743e-06,2.0323111014980634e-06,1.6994831528750696e-06,0.00785866059315961
towels,2.0854499824464205e-06,1.2643115402203665e-06,2.0330843029654393e-06,1.692004083100701e-06,0.009794802144061216
towing,2.0469746828709395e-06,0.0005306345267236033,5.111652429735815e-05,2.9838462412578387e-05,2.4011064729283718e-06
town,2.1367328648464066e-06,0.00016537510882508015,5.671000406401231e-05,0.000282513700911674,6.692539612285754e-05
toyota,2.1028113265932096e-06,0.0002563237639869713,2.0505817963900654e-06,0.002398022109594985,2.417416931511826e-06
track,1.8734226990739058e-05,0.0001110701819314808,0.0001541353842010235,0.00032277770892504085,2.4583282893377115e-06
tractor,2.059636105626586e-06,1.2822512891231126e-06,0.0010094860458127175,9.311823733590348e-05,2.41305385508822e-06
traditional,0.0002412387299526222,0.0001433573008400695,0.00012280702481992864,0.0003376266444869137,0.00010377978624878859
trailer,2.0517648232147842e-06,0.0066832921792700315,0.0008631479336383349,1.6957988535265154e-06,2.4083262157609166e-06
trailers,2.0487627703759476e-06,0.00043009757704961247,7.398559034369835e-05,1.6940727004096083e-06,2.4173429409602965e-06
transfer,2.122010303648655e-06,1.2791719377055879e-06,2.041583179694653e-06,0.00047213737420588386,6.608085708415682e-05
transmission,2.047436112277072e-06,1.2737858888977036e-06,2.0413407645850367e-06,0.002257746854729074,2.411438882819207e-06
travel,2.0887014239350674e-06,0.0016645436990803154,0.00034790043098672726,1.701183970152618e-06,4.4757166343112196e-05
tread,2.06212996073038e-06,0.0005253068088173361,2.074336449492493e-06,1.697405893136701e-06,2.405615880064992e-06
treatment,0.000512035780234851,1.2670830791296143e-06,2.0626571521393786e-06,0.0004423764673656588,0.0001338564756302267
tree,0.00032828952579489574,0.00021648431586692568,2.0649084593568116e-06,1.7123900892036967e-06,2.4488628447243244e-06
trick,0.00016171057010467955,0.00032449841303955253,4.319025737710612e-05,0.00012365425738575952,0.0004064303717905157
trickle,2.0458646313737087e-06,1.264246173121623e-06,0.0010178673048905577,1.6947910666700035e-06,2.3982961204840225e-06
tried,0.0036638268616574396,0.0009977312566567147,0.0011803305546309922,0.001838978992282626,0.001520475025772965
trigger,0.00028017503742291516,0.00011152879749361263,2.0937169777672908e-06,4.511024445014792e-05,0.00016052243049673648
trim,0.002014185619687576,0.00033095795888143074,2.0490926653318654e-06,1.7158420052451177e-06,2.43509829361834e-06
trip,2.092533860852768e-06,0.0006859327495868632,0.0008981330747686591,0.0003574476743502178,4.1346380004863114e-05
trips,2.069120167010022e-06,0.0002169665554926914,0.0005372394966779646,0.00012966964058214083,2.4559803116302706e-06
trouble,0.00014148213727686624,0.000346992160779112,0.0004114175978973023,0.0005619414371131353,2.4813932646793172e-06
truck,0.0012713365385810154,0.00284989436439457,0.002116121296216379,0.0018403319635701,0.00048213127357386973
trucks,9.799746483844899e-05,0.00022175135218269833,0.0002899127057579646,0.00033698064919063036,8.244105253405778e-05
true,0.00041735774692536225,0.00029334923456692593,0.00030032423100182973,0.0005426285086980766,0.0003828849103803483
truly,0.0004018040032255293,6.154335793183217e-05,0.0001116216144513549,0.00015633924672368198,0.00029327689801669386
trunk,2.0820770355023424e-06,0.0006793132034394971,0.0005020867234970267,1.7066279379208662e-06,0.001277531774191
trust,0.0003462218376095344,0.00023341099416775184,0.0001945707284261234,0.0003533334760241509,2.476215420908031e-06
try,0.003452746648778729,0.000998409409152288,0.001004352558796604,0.0021540522949914337,0.0014793738895281833
trying,0.0008765944475242394,0.0009070974456466159,0.000583495465729373,0.0007083148107095481,0.0005795244348604151
tube,0.0001884321648429178,0.0005667988130726054,2.090471917106047e-06,0.0008515820060039012,0.0010885717647567698
turn,0.00034886992845944547,0.0015299241259563473,0.0017414457597910897,0.0002997304185587553,0.00028392884588885963
turned,0.00034087762307925145,0.00031226148705351377,0.0006973380867121221,0.00027536289031967196,0.0002154670068167712
turning,9.619220448482724e-05,0.00030820199451580806,0.0003211550511844678,0.00010953375997892876,2.4640230211368475e-06
turns,0.00019647474854738416,0.0004049552332557796,0.0004987408031313675,0.00015959912205504631,0.00012787741719491065
turtle,0.0011063701270842968,1.2655359200362872e-06,2.034941596009822e-06,1.6905721102870339e-06,2.4102133325306038e-06
tv,6.919186650579395e-05,1.2890112604256678e-06,0.0006762210635196035,1.7198817094166107e-06,0.0002308280224649796
twice,0.0007306598199526693,0.00023342108474913462,0.00032200704476674177,0.00046683105537525626,0.00045104999841991084
twist,2.05540621372971e-06,0.00038458435605508276,5.2042320381322594e-05,8.48409118006602e-05,0.00011660959631331515
type,0.0008323762933097625,0.0009748449864911889,0.0014150209856315225,0.001487114925882078,0.0006103472540746955
types,0.00024948578342803975,0.00017746404745154487,0.00042003504429494925,0.0004329446362819648,0.0004424083190825086
typical,0.00016558944070111536,0.00021515244735537237,0.0003041421210262556,0.0001607613083810058,0.0002848707674583037
typically,0.00014957376410278637,1.3034683450251606e-06,0.0001397883614959617,0.0002262948364665331,0.0003191116812554478
ultimate,0.001992395153573524,1.2718731869464915e-06,2.062985395464757e-06,7.220451524685034e-05,2.4324082950646505e-06
ultra,0.000548580976118322,5.2337578440122505e-05,2.0627904445012834e-06,0.00016701948071657556,0.00022885043655981521
underneath,2.0941606163644567e-06,0.00031673436531333627,5.497998813842838e-05,9.423341004843801e-05,0.00013268054363976142
understand,0.00012180451572541259,0.0002380612831097854,0.00038095552250613107,0.00033731960530586065,0.00017936357845458754
unfortunately,0.0003696705424853578,0.00018135519576863637,0.00029676339991688305,0.00020203015166118707,0.00013188993980868261
unit,2.0500170672751273e-06,1.2849838942317677e-06,0.011277833435305371,1.7127212706392818e-06,2.4136880165310054e-06
units,2.0555101630159956e-06,0.00017559996095073231,0.001478874170680396,1.7270186322184572e-06,2.4485587996542456e-06
universal,2.051754939207462e-06,1.5628339719024793e-06,9.77719809212908e-05,0.00025773887725182986,0.0001848787393607842
unless,0.00039755803471993033,0.0004992325006642384,0.0005055225508379766,0.0003949983624023974,0.0007017382022247033
unlike,0.0002647089898339109,0.00019522026444847675,0.00024094248730405817,0.0002862211307510933,0.0004147602313795413
update,0.00046171697276500796,0.00044961904550530277,0.000429821663630325,0.0012093741856600642,2.439964044045017e-06
upgrade,5.7081510041368384e-05,0.0005215318471243962,2.0854356421856377e-06,0.0002738841557116794,2.4512811712402098e-06
upholstery,2.0573534157129634e-06,1.2698555205296107e-06,2.039186028696646e-06,1.6925508564158554e-06,0.0007334953594075526
