,asin,Category,Clean_Reviews,predicted
2033,B00067BVDC,Auto,bulbs work described 4000ks illuminate clear white want no yellow blue hues definitely brighter standard bulbs but keep mind nothing emulate hid brightness,Topic 4
2034,B00067BVDC,Auto,made switch traditional sealed beams e30 hella h4s h1s needed bulbs would emit bright white light since could new headlights almost went generic yellow bulbs allegedly last longer but glad didnt spent extra pennies bright combine high beams also type high performance bulbs see almost full mile highway night generic sealed beams lit road well but nowhere near much doand people complaining moaning high performace bulbs not lasting long not touch glass bulb allow oil hands get onto bulb heats operation heats even cracks bulb roasted bulbs handling suggest rubber gloves dont even think touching glass bulbs instead handle bulbs metal endings not crack bulbs heads bash high quality undermine reputation,Topic 1
2035,B00067BVDC,Auto,bought lights put similar lumens dont last longalso bought replace hid disappointed bulb system distorts holes light patternthis light great job see last long company says,Topic 5
2036,B00067BVDC,Auto,stock headlight bulb harley okay put bulb light went border yellow white hint blue went dark unlit road day flipped brights wow sure headlight aimed right things project much farther old standard bulb well see long last rumbling harley stiff suspension but far id recommend get around,Topic 4
2037,B00067BWBI,Auto,horns ticket replacing stock inferior horns much nicer sounding horn loud blast air horn perfect horns boost warning ability vehicle without sounding big rig,Topic 1
2038,B00067BWBI,Auto,title says bought replace wimpy locking acknowledgementalarm horn low tone american truck sounding also louderthe downside think considerably larger cut factory harness attach itim buying second dads silverado horn crapped himwould give stars louderps bought but new no signs wear got cheaper price,Topic 1
2039,B00067BWBI,Auto,two horns not one one 400hz one 500hzpiaa automotive sports horn 500hz 85110the exact fits mounts oem horns bolts inch drive ratchet 12mm socket needed remove install bolt came grounding leads ring spade lugs mounted readily existing m6 bolts radiator supports need 10mm socketthe two wiring harness leads short connect horns two wire tie mounts hold harness aluminum bumper reinforcement cut ties oem harness connect horns but chose not prefer not cut oem connector blocksi made two pigtail extensions gauge black primary wire inches long one end needs inch wide exposed male quick disconnect end needs insulated female inch quick disconnect terminal since gauge wire red coded onesthe exposed male connector slides oem horn connector perfectly female one clips easily onto positive terminal hornthe horns weather shield aperturesbest thing surprise appear high quality made japanalso nice need no modification horn relay circuit,Topic 1
2040,B00067BWBI,Auto,bought dual horn kit another outlet but figured id add review purchased wrangler unlimited stock horn fairly weak usually doesnt produce reaction anyone cut drives mph chatting phonesthe install rather tight didnt remove front grill worked top right driverside headlight mounted one right bracket stock horn mounted nearby hole hood alarm sensor would located since dont remote start kit sensor absenti highly recommend type magnetic tool pick dropped bolts unless remove grill dropping things also kit comes nothing two horns ground wires purchase mounting boltsnuts decided rather splice factory wiring make couple harnesses see image male blade connectors one end gauge wires splice connectors attach another wire leads remaining wire ends placed female blade connectors turned wiring job simple plugnplay operation utilizing factory hot groundthe horns definitely louder dual horn tone cuts champ startle people around lay idea im really happy supposedly upgraded models dual horn report still weaker piaa upgrade recommend horn kit want restore horns functionality,Topic 1
2041,B00067BWBI,Auto,toyota fj cruisers stock horn well pretty pathetic single horn wasnt loud would easily get lost highway amazing many people unable see bright yellow suv horn works cruicial survival piaa horns dropped little work fj wired second horn need couple electrical tips feet copper wire 10mm bolt put pair front radiator theyll good cars suspect similarly easy installations difference volume immediately noticeable theyre not train horns wont make ears bleed but theyre appropriately loud car horns install easily,Topic 5
2042,B00067BWBI,Auto,really thought piaa horn combo would really attitude sadly not youtube sound clips deceiving best gave horn combo star rating bc clear high low tone sound merely looking replace factory horns youll probably find less expensive horns would suffice case looking louder horns favor continue searching,Topic 4
2043,B00067BWBI,Auto,put street bob stickers came fine fits section front frame little hole find bolt done well plug,Topic 1
2044,B00068AJPM,Auto,really wash sweet smell candy truck came looking great water sheened right,Topic 3
2045,B00068AJPM,Auto,love car soap rather expensive however unlike many car soaps meguiars gold class easy find locally less expensive needs little create lot suds rich soap clings paint washing helping protect finish dirt debris could scratch highly recommend,Topic 3
2046,B00068AJPM,Auto,previously turtle wax car wash wash vehicle decided pay little bit try excellent leaves distinct shine vehicle couple coworkers even asked gotten car detailed paid dropped price got little ripped but definitely worth dollars pay mainstream brands,Topic 3
2047,B00068AJPM,Auto,sprayer bit water dilution smells nice bubble gum,Topic 5
2048,B00068AJPM,Auto,love mothers products truly good value car really look clean using but vermont doesnt last long,Topic 3
2049,B00068AJPM,Auto,texas cars dont get dirty however soap great job getting dirt get,Topic 1
2050,B00068AJPM,Auto,plenty suds soft water dont need much follow instructions mothers makes nice products imho,Topic 3
2051,B00068AJPM,Auto,mothers california gold using meguiars gold class exclusively car wash thought meguiars quite good best cleaning power least harsh car washes could get auto parts store using mothers think switching car wash soaps soap actually made easier dry car label states able achieve dry spotfree car fewer passes towel compared meguiars took passesmake switch know,Topic 3
2052,B00068AJPM,Auto,wounderful bottle washing soap car truck van anything makes vehicale look better yet brighter shows care vehicale enough keep clean investment worth cash soap give shiney clean look highly recommend soap everyone friends employees family thank,Topic 4
2053,B00068AJPM,Auto,best wash ive found need little job try iam sure also,Topic 3
2054,B00068AJPM,Auto,soap suds well keeps suds entire car wash leaves nice shine doesnt streak much,Topic 3
2055,B00068AJPM,Auto,paired lambs wool mitt clean car every time turns great every time stuff last super concentrated car shines even dont wax,Topic 3
2056,B00068AJPM,Auto,doesnt take much per bucket last quite especially tiny smart cardoes good job cleaning others said little residue rinses well chamois dry leaves finish looking goodand doesnt funk washing mitt washing accessories products ive past,Topic 3
2057,B00068AJPM,Auto,really make difference soap made cars using simple green fine but stuff cleans bugs sticky stuff right leaves car looking good less effort nice smell,Topic 3
2058,B00068AJPM,Auto,mothers products always top notch ounce gallon bucket suds cleaning power need average wash,Topic 3
2059,B00068AJPM,Auto,using zip wax car wash nowlast week decided switched mothers car wash honesti seen no major difference products mostly jobcleaning grime dirty paint surface without destroying wax,Topic 3
2060,B00068AJPM,Auto,one best car washes ive ever surprised great stuff smells really nice touch washing car pleasant odor no joke but bottom line great job cleaning car without anything hazardous vehicle porsche boxster know many porsche owners swear good reasoncheers,Topic 3
2061,B00068AJPM,Auto,recently put paces carfirst foam gun get loose dirt initial impressions nice covered car nice sudsy coating not super sudsy but budget car wash liquid smelled bubble gum however suds disappeared quickly almost quickly made bit worried but moved hand washpoured bucket filled water expected lots suds but seemed die quickly rinsing soap drying car though car wash liquid really shines bad puns badin sun paint deep reflective looked considerably cleaner looked whole new depth added paint coming frommeguiars wash wax oz car wash liquid takes cake final finish cleaning ability however think meguiars takes trophy home best smelling suds longest lasting suds mothers left awesome finish kept water spots away drying but bubblegum smell nearly nonexistent suds worrying firsti would consider mothers california gold nice start fullon diy detailing job even quick light detailing job gives nice base work seems clean dirt effectively meguiars tested clay bar leaves nice smooth finish giving bit peaceofmindhowever short time would rather give quick wash consider meguiars itll give onetwo combo wash thats ever slightly less shiny coat light waxsum good smells bubble gum leaves deep finish whole new depth especially darker colors keeps water spots forming drying cleaning ability awesome notsogood suds bit disappointing scent isnt defined noticeable rinsed offrecommended,Topic 3
2062,B00068AJPM,Auto,good job sudsing good car wash detergent bonus pleasant smell would recommend car enthusiast,Topic 3
2063,B00068AJPM,Auto,smell alone five stars smells bubble gum but works really well tooit leaves great shine barely put bucket produced lot suds bottle last long time,Topic 3
2064,B00068AJPM,Auto,got dad gift loves taking care car pleased,Topic 2
2065,B00068AJPM,Auto,vehicle cleaning solution nice job effectively washed vehicle dried bug guts left streaks easy rinse see no reason look elsewhere another,Topic 3
2066,B00068AJPM,Auto,works nearly interchangable meguiars top notch stuff everything makes two brands,Topic 3
2067,B00068AJPM,Auto,stuff expensive get small amount lets face 32oz medium soda mothers please give us little great though stars quality loses 5th amount get,Topic 3
2068,B00068AJPM,Auto,carwash sort garageyard freshener every carwash yard garage smells good kinda dual purpose aside smell carwash job cleaning suv pretty well son likes help wash car smell extra selling point,Topic 3
2069,B00068AJPM,Auto,works well ive years good results dont need much cup five gallon bucket cleans car without stripping wax dries streakfree clean,Topic 3
2070,B00068AJPM,Auto,kidding methe bubblegum smell awesomewhen paired warm water decent wash mitt seem loosen dirt bugs makes cleaning rather easyive using years havent complaints left car inside warehouse acetylene torch metal cutting fallout torch stuck car glue nothing able take except called super gloss ultimateunfortunately super gloss ultimate extremely hard find but interested purchased ishoptogivecom no not car wash soap wax,Topic 3
2071,B00068GEJM,Auto,grime break dust aluminum wheels gets really thick hard remove thats break aluminum wheel wash mini detail brushesmeguiars g14324 hot rims aluminum wheel wash ozmothers detail brush packbut even may not restore shine mothers mag aluminum polish works great leaves aluminum wheels looking shiny newi normally one husbands old white athletic socks apply wearing hand sock puppet instructions say polish sparingly put dab sock rub around removes remaining road grime brake dust water stains sometimes hardest clean fully restoring finish previous luster old sock hand puppet allows reach every nook cranny cheap microfiber wiping cloth finish job remove polishi couldnt happier results isnt something every time wash car wheels but need nothing else works quite well highly recommend mothers mag aluminum polish jar probably last really long time enjoyps find sometimes easier comfortable polish wheels taking tires wheels car gee isnt hubbys hes mood doesnt seem mind allows stand work suggestion,Topic 3
2072,B00068GEJM,Auto,polish works well mothers great brand not issues products using polish simple effective make metals look brand new spend time get crevicesi would definitely recommend anyone needs good polish,Topic 3
2073,B00068GEJM,Auto,smidge turn tarnished nasty piece aluminum beautiful shine wouldnt believe really see reflection surface polishing always purchase mothers mag al polish,Topic 3
2074,B00068GEJM,Auto,using polishing stainless steel pistols well internal gun parts far works great without usual noxious fumes stench cleaners,Topic 5
2075,B00068GEJM,Auto,maybe buffing tool but paste struggled cleaning mags neglected michigan winter allot left run update anything changes fine polish not really cleaning experience since mags didnt clean cant comment fine finsish polishing need something little grittier buff using final polish good luck simichrome but allot expensive volume,Topic 2
2076,B00068GEJM,Auto,looking something shine ole diamond plate toolbox bought craigslisttried regular car waxnothingbrassonothingdecide try see happenedmade look brand newcouldnt happiermight get handtook pics show stuff workedbut see way add videothought put pics hereoh well,Topic 3
2077,B00068GEJM,Auto,wounderful polish cleaner rimms wheeles makes shine look good highly recomend polish friends family customers recomend please try know continue shure thanks,Topic 3
2078,B00068GEJM,Auto,stuff kinds metals need shine mainly ruger mark iii hunter stainless steel stuff really cleanspolishs well little goes along way,Topic 3
2079,B00068GEJM,Auto,polish kitchen sink think sink made galvanized metal not sure works didnt make shine but faucets sprayer thing made mirror shine amazing definately give stuff try sure test first read directions carefully,Topic 3
2080,B00068GEJM,Auto,aluminum wheels bmw lip refinished years ago fix curb rash refinisher didnt redo clearcoat wheels eventually got water stains refinished rim stuff really worked well clean takes elbow grease but results remarkablebeware says package rag doesnt turn black surface cant polishedi didnt realize small 5oz package though quarter tub four wheels,Topic 3
2081,B00068GEJM,Auto,best metal polish paste ive ever even though isnt explicitly stated description work surfaces care taken example polished buffed tinted windscreen vintage japanese motorcycle restoring took dirt allowed polished buffed looks much better previously works household metals tea kettles stainless steel sinks silverware etc cant go wrong price right,Topic 4
2082,B00068GEJM,Auto,works great advertised sure constantly change clean clothi would recommend without doubt,Topic 2
2083,B00068GEJM,Auto,mothers mag aluminum polish paste ozwowmy wheels look better years later newworked hours polishing cleaning but final amazingbuy stuffrecommend small power ball using thisragenrat,Topic 3
2084,B00068GEJM,Auto,ive every kind wax polish mag aluminum polish works great wheels add shine luster polished aluminum wheels faded tarnished bit hand but could buffer wheels really tarnishedi would not recommend highly polished wheels aluminum recommend mothers billet polish difference two mothers polishes amount abrasive cleaners one wheels aluminum parts really good shape billet polish give mirror finish mag aluminum polish probably slightly dull finish wheels aluminum parts lost shine would recommend mag aluminum polish big difference two but not detailed enough mothers website,Topic 3
2085,B00068GEJM,Auto,brilliant metal polish wife even uses candle holders shine dullest brass literally gleans great great stuff,Topic 3
2086,B00068KU1A,Auto,ok better glass cleaner bought cause tints cause theres no ammonia wont get,Topic 2
2087,B00068KU1A,Auto,new accord didnt respond well windex socalled supreme glass cleaner thought something wrong window coated oil something not case determined windex pure junk trying mothers glass cleaner wow cleaned perfectly without streaks even using cheap paper towels youre frustrated poor quality glass cleaning windex junk cleaner dont hesitate click rarely stores way,Topic 2
2088,B00068KU1A,Auto,required ammoniafree window cleaner tinted windows job quite nicely isnt well rather safely,Topic 1
2089,B00068KU1A,Auto,central new england windshield attract grime saltin winter cold glass cleanersthis mothers cleans better others practicallystreak free,Topic 3
2090,B00068KU1A,Auto,im absolute fan mothers products glass cleaner worth price removing streaks film inside windshield hoping price little lower since glass cleaner however less id pay local auto store doesnt carry anyway price irrelevant guess,Topic 5
2091,B00068KU1A,Auto,works advertised glass turns cleaned almost even reflective certain lightsanglesthe best way apply wax one towel spread around dry towel buff show dont,Topic 3
2092,B00068KU1A,Auto,cleaner works well auto windows tried many auto window cleaners far best unfortunately not find stores cause works,Topic 5
2093,B00068KU1A,Auto,awesome usual mothersthis company never lets always top quality products car,Topic 3
2094,B00068KU1A,Auto,lot mothers products but glass cleaners worse leave streaks glass also inside glass fogs glass night glass fogs bad becomes dangerous ive tried using microfiber terry cloth towel ive switched back straight water clean glass,Topic 3
2095,B00068KU1A,Auto,purchased bottle mothers glass cleaner simply mothers products waxes seem work well also cleaner safe tinted windows not contain ammoniaunfortunately extremely disappointed glass cleaner streaked windex no matter tried could not remove streaks alli not notice difference streakiness nontinted tinted glass pretty badi ended throwing bottle went back using microfiber cloths purifieddistilled water,Topic 3
2096,B00068KU1K,Auto,works extremely well removing scratches instrument cluster plastic trying remove scratches soft plastic instrument cluster need make sure using soft application method first get nitrile glove gently apply finger make sure not let dry hard remove doesnt work high quality microfiber towel dont apply much pressure worked perfectly methis also great removing scratches motorcycle windscreen bike smartwax foam applicator pad remvoed scratches,Topic 5
2097,B00068KU1K,Auto,no mothers products tried not good advertisedi one windshield two motorcycles,Topic 3
2098,B00068KU1K,Auto,mothers brand jeep needs good plastic polish jeep plastic windows jeep keeps windows clear scratch free,Topic 3
2099,B00068KU1K,Auto,good bought new kia rio bugs dirt grime get plastic headlights small scratches good found clean plastic mothers glass cleaner buff hand stuff lenses helps bugs scratches,Topic 3
2100,B00068KU1K,Auto,lately seems no difference polishing compoundrubbing compound latter refer coarse material but no longer seems truei compound mostly plastics remove residual adhesive scratches etc also polish clear coat layer metallic paint paint whatever metallic paint first spray layers clear paint gloss wait day two completely dry lightly polish compound soft cloth youd happy result,Topic 3
2101,B00068KU1K,Auto,plastic bumpers norm thought id plastic polish brings shine plastic painted areas step metal,Topic 4
2102,B00068KU1K,Auto,great isnt mothers honestly buff polish plastics upper third brake light ranger took dull hazy made nice shiny also plastic gauge cluster made nice welli would not polish headlights get kit designed headlight restores multistep processetc minor abrasives but buffed leaves plastic nice smooth almost deep finish im sure oils put back pores plasticoverall solid bring back life dull worn looking plastic pieces plus doesnt break bankthanksnige,Topic 3
2103,B00068XCQU,Auto,charges without fear overcharging great job maintaining battery perfect condition conditions super compact unit ample cord length highly recommended,Topic 1
2104,B00068XCQU,Auto,bough honda accord track sits garage winter need something keep otpima red top charged job perfectly no issues highly recommend,Topic 4
2105,B00068XCQU,Auto,tender works marginally well years grounding prong pulled loose plug cut units plug replaced unit keeps battery charged but ive noticed voltmeter reads volts every morning seems unit keeping battery barely charged instead fully charged recently bought solar prologix amp battery charger seems much better built keeps battery fully charged prologix literature believed much sophisticated unit battery tender cost bucks,Topic 1
2106,B00068XCQU,Auto,not know better but given several presents works types batteries even bmw motorcycle bmw says notgood,Topic 5
2107,B00068XCQU,Auto,using device trickle charge scooters honda yamaha quick connectors havent installed yet great make make process switching one scooter another much easier highly recommend charger,Topic 1
2108,B00068XCQU,Auto,experience found charger pretty cool first packaged well amazoncom air pocket material packing works great less messy foam peanuts charger comes inside plastic packaging case alligator permanent wiring connectors also comes warrantee slip paper manual first thing noticed light weight charger right around lbs opposed heavy lbs fast charger counterparti really cables charger comes alligator clip ends made actual copper know allow better conductivity copper computer heat sinks dissipate heat particular wire also includes amp inline fuse cover keep water end wire uses proprietary connector system disconnect charger incase emergency without need unplug chargerthe permanent style wire uses typical battery bolt type connectors allow permanently install charger year round also uses amp inline fuse also uses proprietary connector end hook connect alligators battery connect end charger output wire plug power simplethe first thing saw steady red light indicate charger charging battery however since battery volts get go didnt take long charger start flashing green light indicates battery charged remember fully charged battery actually show volts took charging amp interval get battery theretip lot modern day vehicles onboard systems low power draw battery times vehicle sitting unfortunate charger charges amp interval onboard systems sucking amount keep charger charging battery particular case best disconnect battery vehicleonce battery charged went float mode know float mode red light goes green light stays steady point time not putting charge battery but wait till drops due freezing temperature kick back till charged think furnace home heater comes temperature falls turns temperature reaches temp settingconclusion fast charger would always warm but btplus luke warm hardly even notice fast charger also emitted noticeable loud humming sound btplus emits sound quiet put ear charger hear fast charger ability cook battery destroy btplus maintain battery make last long time sometimes people think speed everything say no cause comes batteries slower better way look awesome charger recommend stars,Topic 1
2109,B00068XCQU,Auto,charge beemer good unit believe oem bmw unit also rebranded deltran fried first one plugging 220v outlet bought second one no hesitation,Topic 1
2110,B00068XCQU,Auto,battery tenders smart charger new agm battery technology exactly bought works great seasonal sports car allergic ice snow require fewer batteries best type market,Topic 1
2111,B00068XCQU,Auto,tried model bmw made parts department even discount bmw sticker car club discount not real thing returned promptly back bmwamazoncom comes battery tender features car bike outdoor equipment extra battery connectors first get added cart extension also traditional clamp clips regular jobs much flexible long term needs car nut motorcycle nut anything else battery 12v stored time perfect leave float mode battery life definitely extendedi going wire everything permanently wire battery tender even generatorbought battery tender bag keep accessories great engineering options one day wall mount power entire collection toysenjoybatmandsm,Topic 1
2112,B00068XCQU,Auto,battery tender chargers decades always wellmade reliable handle battery great batteries stored longterm maintaining charge garage keep motorcycle battery charged winter highly recommended,Topic 1
2113,B00068XCQU,Auto,works great one griots fried batteries figured charger not batteries bought one,Topic 1
2114,B00068XCQU,Auto,battery tender battery tender plus 12v battery charger best everything say add not blown bring battery back life really glad got,Topic 1
2115,B00068XCQU,Auto,bought harley found best battery tender works great keeps battery conditioned long pennsylvania winter spring comes bikes battery ready go owned years great simple connections necessary different batteries uncle ended buying exact one tractor trolling motor boat also impressed quality,Topic 1
2116,B00068XCQU,Auto,ive one years harley fatboy got years hd battery cus thing always bike bike parked garage fantastic low cost top quality keeps battery perfect shape always everything claimed mfg even emergency car battery left something inside car week without realizing battery dead rather jump possible cause problem newer cars damaging electronics car put deltran couple hours brought battery back life start car tiny thing charged audi a6 battery enormous paid itelf time keeping hd batttery good years bike batterys sit around unused lot car fantastic teh best brand chargers issues dont perfect,Topic 1
2117,B00068XCQU,Auto,good little charger no bullcrap plug kicks butt,Topic 1
2118,B00068XCQU,Auto,time bought motorcycle two bought one multiple ends would recomend anyone want keep battery standby not dead go try start,Topic 1
2119,B00068XCQU,Auto,several vehicles motorcycles one pre china battery tenders lasted several years well bought battery tender pluses one time christmas one worked months would not go float mode killed battery overcharging hooked next different battery worked weeks thingnot going float mode 3rd one lasted less week year warranty phoned deltran spoke tech not understand problem tried different batteries plugged outlet first blah blah blah paid chinese junk chargersi send back check cost nothing found wrong would charged service fee return shipping poor customer service bad quality cost lastdo favor not battery tender chargersupdate xtreme chargeri red xtreme charger see review,Topic 1
2120,B00068XCQU,Auto,loved connections came easy many vehicles usually cheap harbor freight ones however spent prize motorcycle plugged battery backup tv equipment stopped working burning smell customer service said would replace sent months old but put service past week many others thbey scared saying often find user error could done couldnt treat better year said send expense turnaround days dont determine user error thats scarey still find trusting people best take time expense send though many companies replace things see not isnt cheap piece equipment happy months week worked love quick disconnect plug sadly may lost battery could broke anytime since put service know working first hooked value equipment much going trust fluke extra one disabled save batteries vehicles rarely driven little disappointed failure quick first week stored purchase since jan failures reason stopped using harbor freight sale ones but cheap keep half dozen house hint problem put new one devices several items would replace harbor freight ones year also not nice disconnect great snowmobiles mopeds motorcycles would even one cars may fit accessory connectors expect much trustworthy but give one chance give though retail thats lot money loose burning penny capacitor lorreta deltran correct said go poof fluctuation voltage nothing else circuit others issues placed service update sending not require verbally calling but pay extra money signed helps since first year not pay inspection fee smell burnt frustrating hate electronic devices often high failure rates note took three weeks home sign one sent back caused spend whole day watching fedx but replaced bad unit surge suppressor one since upgraded another monster unit daily deal also gone kw kohler generator whole whose surge protector electric grid going several times year doesnt look going turn around anytime soon sensitive electronics becoming necessities seems good defense ill no water heat toilets etc much,Topic 1
2121,B00068XCQU,Auto,jr version battery tender vt1100 wasnt sufficient keep battery ready start prevent battery deterioration sulfation plus model battery tickling prevent selfdestruction but also charges battery keeps max ready anytime want start bike including cold weather,Topic 1
2122,B00068XCQU,Auto,charges harley streetglide battery flawlessly love also storage mode not overcharge battery price must home shop,Topic 1
2123,B00068XCQU,Auto,one battery tender plus love no problems works great quads motorcycle also put electric start generator make habit every month swap one unit couple daystill fully charged batteries keep full charge also put pick jeep dont drive muchalso charge battery trailer guess cheap another but way look batteries checkthe pick jeep trailer big batteries take little longer fully charge great unita must great price,Topic 5
2124,B00068XCQU,Auto,purchased battery tender keep battery summer car charged season unfortunately battery tender caused battery leak acid trunk car causing corrosion requiring expensive repair purchased unit specifically not supposed overcharge car battery mistake dont doesnt work advertised reached manufacturer via website twice but never responded faulty no customer service fail,Topic 1
2125,B00068XCQU,Auto,battery tender plus junior theyre great devices ive brought batteries seemingly back dead chargers could not however two points worth makingthe junior plus logic differ maximum charging current basically plus charge battery faster youre using storage youre not hurry save nearly get junior but expect youll happy either onethe one complaint warranty plus stopped working recently im not sure perhaps power surge something not ive ever dropped abused event since year warranty called deltran send unit cost shipping kind tracking verify charge change warranty diagnosic return shipping basically costs around get device serviced warranty not completely unreasonable sum but deltran really faith products could easily eat cost think least not pay diagnostic fee something warranty ive already proven not work multiple outlets multiple batteries think ill pay extra get brand new one paper weightbut anyway products work really well advice assuming theres really no warranty long thats expectation wont disappointed,Topic 4
2126,B00068XCQU,Auto,bought maintain vmax battery work inverter seems job correctly spouse jr model thinki wanted plus model hate wait,Topic 1
2127,B00068XCQU,Auto,charger needed times battery low dead need get back actionsmall but large help automotive battery type automotive battery even charges normalizes deep cycle batteries wont charge either real little dynamo,Topic 1
2128,B00068XCQU,Auto,good dont one thinking getting one get,Topic 1
2129,B00068XCQU,Auto,bought recharge riding lawn mower battery not run winter grass dormant tried start day would not start sounded battery getting weak purchased reasonable price tried charged battery night starts fine easy leave attached charging battery switch trickle mode keeping battery charge topped,Topic 1
2130,B00068XCQU,Auto,neighbor told not full fledged battery charge but offers convenience number vehicles sit idle times trickle charger without worrying overcharging great,Topic 1
2131,B00068XCQU,Auto,perfect keep battery charged dual battery truck seldomit took hours load batteries expected not bad 25a charger,Topic 1
2132,B00068XCQU,Auto,motorcycles cars years keeping batteries sulphating big problem every day drivers technology battery tender plus exactly need batteries classic cars well harley much bought battery tender plus units two brothers keep batteries alive motorcycles great hope able save bucks not replace batteries often not mention hop harley take moments notice plan boat marine battery may order model able keep multiple batteries alive time,Topic 1
2133,B00068XCQU,Auto,living farm many pieces equipment not every day unit keeps batteries topped need equipment ready go also keeps second truck charged winter,Topic 4
2134,B00068XCQU,Auto,battery chargers market battery tender best device small portable works exceptionally well maintaining batteries not charge charging decrease overall life battery simple operate left hooked dormant battery not battery tender battery hooked vehiclemoweretc not highly recommended comparison shop lot buying anything hopefully benefit time investment review,Topic 1
2135,B00068XCQU,Auto,job says connected quickconnect battery honda civic lx poked quickconnect hood dont raise hood every time want change battery pull garage driving connect battery charger quickconnect let charge time rarely drive helps keep battery charged,Topic 1
2136,B00068XCQU,Auto,time tell but battery tender appears well made unit pretty compact solidly built not fan plastic garage typically indicates manufacturer looking cut costs maximize profit vs putting highest quality unit metal housinganyhow unit super easy motorcycle lawnmower leads already installed plug conditioning mode tender go long ways increasing battery life welli would certainly recommend unit,Topic 1
2137,B00068XCQU,Auto,cadillac battery chargers put miata charger winter doesnt overcharge battery doesnt dry cells works perfectly even charge dead battery give days low amperage isnt ideal but workthis new battery leaving battery discharging not charging long time months kills battery math see cant afford not one,Topic 1
2138,B00068XCQU,Auto,bought keep battery fully charged store mustang winter great job keeping charged ever try turn car starts right away new cars constantly draining batteries think must car sits week,Topic 4
2139,B00068XCQU,Auto,one motorcycle purchased one tend trailer batteries winter went onto battery tender web site find hook batteries parallel charge marine deep cycle batteries power trailer working great looking diagrams able hook spare trailer batteries parallel total deep cycle batteries,Topic 5
2140,B00068XCQU,Auto,one better battery chargers temperature compensated important battery exposed variations temperature either hot cold brands offer desulfation remote temperature sensing valuable but one found cheap gives good performance,Topic 1
2141,B00068XCQU,Auto,got battery kept dying think found source problem ordered but thing make sure battery kept full charge comes ring terminals alligator clips alligator clips easy put terminals read somewhere rings motorcycles lawn mowers stuff keep anyways regular jumper cables give battery enough juice start car no instructions say vehicle charging best guess since takes almost days complete charge leaves car long plus charge battery car anyways made little charge battery get running disconnected jumper cables next part important first connect alligator cables quick connect ends battery charger put alligator clips car positivenegetive leads extension cord plug socket line charger end extension cord end make sure connections well connect extension cord battery charger goes well mine red light come say charging read somewhere greenred lights stay battery completely dead disconnect battery right away could lead bad damage redgreen lights flash startup but turned red anyways waiting complete charge fill battery 3pm thursday fill space completed keep mind instructions say keep charger far away battery possible charging mine ground right front car work fine wouldnt recommend putting inside engine anywhere instructions say money thing definately worth around wish knew motorcycle thing died every day quick connect would made charging thing breeze also riding mower wont start might get socket end cord charge car people said reviews see good luck chargingedit cigarette adapter makes hooking easier but still needs connected dc outlet pass also found unit gets hot hours touched almost burned close degrees outside couldnt helped much either but carefuledit battery fully charged took day charge whole thing not bad device size charge full battery dead good item highly recommend,Topic 1
2142,B00068XCQU,Auto,perfect comes small alligator clamps also comes wires permanently installed charges cycles battery wont overcharge cord lengths long enough unit nice led system tell exactly needed car sometimes spends weeks garage without tired coming home business trips dead battery needs jumped replaced,Topic 1
2143,B00068XCQU,Auto,purchased battery tender plus july march still works flawlesslyi winter keep motorcycle battery topped offnot much else say except wise investment trickle charging best way maintain longevity batterywould recommend anyone parking car truck motor home weeks anyone parking motorcycle weeks,Topic 1
2144,B00068XCQU,Auto,good handy item motorcycle lawn motor scooters tender leads items plus farm tractor also brought couple tender leads battery clamps one motorcycle farm tractor case dead battery hook leads jumper cable battery tender leads ready start whatever jumper cables hook make sure jumper cable negative positive not touching,Topic 1
2145,B00068XCQU,Auto,vespa dealership recharge piaggio bv250 battery winter storage actually battery tender charge however sold deltran tender jr amp charger faster charging time amp batteries charge hours whereas jr take double though exact timing obviously depends depleted batteries ive charger since great simple plug connect clamps leads battery wait green light light indicating full charge two sets connecting cables one clamp screw good depending need one benefit two cables actually fit connect battery bike battery outside bike feature accidentally shut seat lock battery powered battery connect battery remotelyif vespa scooter would highly recommend getting charger cold weather scooter batteries die weeks inactivity,Topic 1
2146,B00068XCQU,Auto,several model one less output but one weatherwater tight boat jet skis using around ten plus years none failed yet chargers bought auto parts suppliers never lasted not maintain batteries well apparent batteries either made better charges maintain better pretty sure chargers,Topic 5
2147,B00068XCQU,Auto,great batteries dont year round motorcycles rvs lawn mowers etclike enough purchase double one following year,Topic 4
2148,B00068XCQU,Auto,charger works perfectly needed keep bmw battery topped doesnt get driven much,Topic 1
2149,B00068XCQU,Auto,add list failuresafter months not know ignored one star reviews thought positives must flukes well mine fried nasty burnt electronics smell no lights no output not hurt car attached discovered soon failure not worth hassle indicated others file warranty claim ordered xtreme hoping longer life good performance anybody reading review beware failure rate deltrans high,Topic 1
